descmaq,colaborador,numapont,data,maq, qtdprodconfirmada ,numdaop,codproduto,descricaodeproduto,nomedocliente,coddepto,descdepto,codcliente,horainical,horatermino
NEW LONG 21,,4287598,2026-04-08,165021,28000,1180135/0040,13019721-0001,SACL PAP AUT NLN FSC® M INST22 T&F,,01,FLEXOGRAFICA,1,06:00:00,14:00:00
NEW LONG 23,,4287630,2026-04-08,165023,6163,1182190/0020,13014580-0001,SACL PAP AUT FSC® PP INST LE POSTI,LE POSTICHE,01,FLEXOGRAFICA,1,06:00:00,07:17:08
NEW LONG 10 INDUSTRIAL,,4287631,2026-04-08,165010,23087,1182016/0020,13019479-0002,SACL PAP AUT FSC® M V2 INST22 RENNER,RENNER,01,FLEXOGRAFICA,1,06:00:00,14:00:00
NEW LONG 12 - G,,4287632,2026-04-08,165012,23513,1180669/0020,13019659-0002,SACL PAP AUT G PARDA V2 VD BOT,BOTICARIO,01,FLEXOGRAFICA,1,06:00:00,14:00:00
NEW LONG 14 - P,,4287633,2026-04-08,165014,38802,1179937/0020,2100073692,SACL AUT FSC® MINI BAS,NATURA,01,FLEXOGRAFICA,1,06:00:00,14:00:00
NEW LONG 5,,4287634,2026-04-08,165005,34622,1181892/0020,13019832-0001,SACL PAP AUT FSC® P SP INST22 KOP,KOPENHAGEN,01,FLEXOGRAFICA,1,06:00:00,14:00:00
ROLAND 704,,4287635,2026-04-08,152006,11132,1178058/0030,2100067405,FDO CX RIG HIB M INST23 AU BRE LOCCI,LOCCITANE,02,OFFSET,1,06:00:00,07:20:58
NEW LONG 4,,4287637,2026-04-08,165004,28310,1182343/0040,13021348-0001,90819 SACL PAP AUT FSC®PP PDVG INST25 BO,BOTICARIO,01,FLEXOGRAFICA,1,06:00:00,14:00:00
HOT BOBINA 02,,4287638,2026-04-08,175002,4494,1182647/0025,13021731-0001,96584 SACL PAP NLF FSC®M PDVG NAM26 BOT,BOTICARIO,02,OFFSET,1,06:00:00,07:51:10
HOT BOBINA 01 ,,4287649,2026-04-08,175001,20114,1182856/0020,13021731-0001,96584 SACL PAP NLF FSC®M PDVG NAM26 BOT,BOTICARIO,02,OFFSET,1,06:03:31,14:00:00
COLADEIRA EASYGLUER SIMPLES,,4287662,2026-04-08,156004,1958,1178452/0050,2100061622,SACL PAP SAUT FSC® P LIFE VIVARA,VIVARA,02,OFFSET,1,06:34:16,08:10:51
GOFRADEIRA OFFSET,,4287664,2026-04-08,172001,11171,1182238/0020,2100081641,SACL PAP MAN FSC®P MAES26 NATURA,NATURA VAREJO,02,OFFSET,1,06:36:05,13:21:18
HEIDELBERG XL 106,,4287665,2026-04-08,152007,14971,1182327/0020,13014818-0001,CTCHO FDO C/ ALCA FSC® PP AU BRESIL LOCC,LOCCITANE,02,OFFSET,1,06:36:32,08:48:20
MÁQUINA ALÇA FLET 2,,4287667,2026-04-08,163002,150668,1180881/0030,2400004111,ALCA CHATA FSCM - C04 - VERDE - P343C, ,01,FLEXOGRAFICA,1,06:37:59,14:00:00
MK HEIDELBERG PROMATRIX 3 ,,4287668,2026-04-08,155013,25688,1181556/0050,2100081368,SACL PAP MAN FSC®G INST26 BROOKS PT1,BROOKSFIELD,02,OFFSET,1,06:39:17,12:08:59
MK HEIDELBERG PROMATRIX 2,,4287669,2026-04-08,155012,26377,1182098/0040,11045614-0001,LAMINA OLF FSC® PDV GR INST22 BOT,BOTICARIO,02,OFFSET,1,06:39:18,13:24:44
HOT BOBINA 03,,4287680,2026-04-08,175003,31265,1182856/0025,13021731-0001,96584 SACL PAP NLF FSC®M PDVG NAM26 BOT,BOTICARIO,02,OFFSET,1,06:41:31,14:00:00
C/V HEIDELBERG PROMATRIX 1 ,,4287681,2026-04-08,155010,10854,1181001/0040,11044480-0001,CTCHO FSC® P INST22 T&F,TRACK & FIELD,02,OFFSET,1,06:41:46,09:43:26
NEW LONG 7,,4287686,2026-04-08,165007,4500,1182186/0030,13020200-0001,SACL PAP AUT FSC® M INST23 T&F,TRACK & FIELD COFFEE,01,FLEXOGRAFICA,1,06:43:49,07:58:51
REBOBINADEIRA 6,,4287692,2026-04-08,162006,4689,1182273/0005,13021510-0001,SACL PAP AUT NLF G INST26 KOP,KOPENHAGEN,01,FLEXOGRAFICA,1,06:47:01,07:20:46
GUILHOTINA HERCULES,,4287702,2026-04-08,151004,44000,1182398/0010,11054723-0001,438917.00 CX FDO FSC®MALBEC NAT26 BOT,BOTICARIO INDUSTRIA,02,OFFSET,1,07:04:43,13:17:15
REBOBINADEIRA 1,,4287703,2026-04-08,162001,30225,1182472/0020,2400009285,FIO CHATA FSCM VD P556C BOT INST25, ,01,FLEXOGRAFICA,1,07:06:54,13:10:41
C/V AUTO VARIMATRIX 3,,4287705,2026-04-08,155007,7398,1181944/0045,2100081615,SACL PAP MAN FSC®G INST26 BROOKS JR,BROOKSFIELD JR,02,OFFSET,1,07:07:11,09:44:23
NEW LONG 11 - P,,4287708,2026-04-08,165011,20399,1181869/0030,13012300-0001,SACL PAP AUT FSC® P INST LINDT,LINDT,01,FLEXOGRAFICA,1,07:11:56,14:00:00
SACL FOLHA 9 - ZB,,4287709,2026-04-08,165109,25852,1181771/0040,13021350-0001,90822 SACL PAP NLF FSC®M PDVG INST25 BOT,BOTICARIO,01,FLEXOGRAFICA,1,07:17:51,14:00:00
ROLAND 704,,4287722,2026-04-08,152006,21341,1178058/0030,2100067405,FDO CX RIG HIB M INST23 AU BRE LOCCI,LOCCITANE,02,OFFSET,1,07:22:22,14:00:00
NEW LONG 23,,4287723,2026-04-08,165023,25937,1180679/0020,13020898-0001,SACL PAP AUT FSC® P INST24 AU BR LOCCI,LOCCITANE,01,FLEXOGRAFICA,1,07:24:09,14:00:00
REBOBINADEIRA 6,,4287725,2026-04-08,162006,43484,1180677/0010,13020805-0001,SACL PAP AUT FSC® P INST24 AVATIM,AVATIM,01,FLEXOGRAFICA,1,07:29:21,14:00:00
SACL FOLHA 7 - ZB,,4287726,2026-04-08,165107,25524,1182344/0043,13021463-0001,90821 SACL PAP NLF FSC®P PDVG INST25 BOT,BOTICARIO,01,FLEXOGRAFICA,1,07:36:52,12:55:54
HOT-STAMPING 6,,4287727,2026-04-08,154005,20017,1182238/0030,2100081641,SACL PAP MAN FSC®P MAES26 NATURA,NATURA VAREJO,02,OFFSET,1,07:46:05,14:00:00
GUILHOTINA 2,,4287728,2026-04-08,151002,46984,1180135/0030,13019721-0001,SACL PAP AUT NLN FSC® M INST22 T&F,TRACK & FIELD,02,OFFSET,1,07:36:00,14:00:00
SACL FOLHA 1 - ZB,,4287732,2026-04-08,165101,6155,1180973/0043,13021350-0001,90822 SACL PAP NLF FSC®M PDVG INST25 BOT,BOTICARIO,01,FLEXOGRAFICA,1,07:48:51,09:44:52
COLADEIRA SACOLA PREMIUM,,4287733,2026-04-08,156101,9885,1181575/0060,11054561-0001,SACL PAP AUT FSC®M INST26 BROOKSFIELD,BROOKSFIELD,02,OFFSET,1,07:51:01,14:00:00
HOT BOBINA 02,,4287734,2026-04-08,175002,13389,1182647/0025,13021731-0001,96584 SACL PAP NLF FSC®M PDVG NAM26 BOT,BOTICARIO,02,OFFSET,1,07:51:10,13:03:26
COLADEIRA DGM,,4287736,2026-04-08,156015,43155,1181001/0050,11044480-0001,CTCHO FSC® P INST22 T&F,TRACK & FIELD,02,OFFSET,1,07:56:40,14:00:00
SACL FOLHA 2 - ZB,,4287745,2026-04-08,165102,8970,1180973/0042,13021350-0001,90822 SACL PAP NLF FSC®M PDVG INST25 BOT,BOTICARIO,01,FLEXOGRAFICA,1,08:22:52,14:00:00
SILK SCREEN,,4287746,2026-04-08,153001,2311,1182579/0040,2100055776,SACL PAP MAN PP 21 CAU CHOC,CAU CHOCOL,02,OFFSET,1,08:23:57,14:00:00
FLEXO TECH,,4287753,2026-04-08,160008,32054,1179939/0010,2100073692,SACL AUT FSC® MINI BAS,NATURA,01,FLEXOGRAFICA,1,08:43:44,14:00:00
REINAFLEX,,4287761,2026-04-08,160011,42204,1180678/0010,13020812-0001,SACL PAP AUT FSC® P INST24 DECATHLON,DECATHLON,01,FLEXOGRAFICA,1,09:02:33,14:00:00
HEIDELBERG XL 106,,4287764,2026-04-08,152007,6745,1182258/0020,2100081630,CX TPA FSC®M MAES26 NATURA,NATURA VAREJO,02,OFFSET,1,09:29:43,13:23:44
APLICADORA DE ALÇA 2,,4287765,2026-04-08,168003,11355,1181575/0070,11054561-0001,SACL PAP AUT FSC®M INST26 BROOKSFIELD,,08,CAJAMAR,1,09:31:15,14:00:00
C/V HEIDELBERG PROMATRIX 1 ,,4287771,2026-04-08,155010,3947,1182455/0070,2100081625,SACL PAP MAN FSC®M MET MAES26 SCHUTZ,SCHUTZ,02,OFFSET,1,09:44:04,13:20:11
GUILHOTINA - ACAB NL 03,,4287776,2026-04-08,151007,144000,1182476/0020,2100077669,90821 REF FDO FSC®P PDVG INST25 BOT,BOTICARIO,02,OFFSET,1,09:44:59,14:00:00
SACL FOLHA 3 - ZB,,4287783,2026-04-08,165103,24237,1182344/0040,13021463-0001,90821 SACL PAP NLF FSC®P PDVG INST25 BOT,BOTICARIO,01,FLEXOGRAFICA,1,10:29:53,14:00:00
TORCEDEIRA 4,,4287786,2026-04-08,163023,136415,1182472/0031,2400009285,FIO CHATA FSCM VD P556C BOT INST25, ,01,FLEXOGRAFICA,1,11:09:13,14:00:00
MÁQUINA ALÇA FLET 3,,4287787,2026-04-08,163003,145491,1182472/0030,2400009285,FIO CHATA FSCM VD P556C BOT INST25, ,01,FLEXOGRAFICA,1,11:09:24,14:00:00
LAMINADORA ZFM1080S,,4287793,2026-04-08,161007,2378,1178867/0040,2100067405,FDO CX RIG HIB M INST23 AU BRE LOCCI,LOCCITANE,01,FLEXOGRAFICA,1,11:38:31,14:00:00
SACL FOLHA 4 - ZB,,4287799,2026-04-08,165104,22325,1182344/0041,13021463-0001,90821 SACL PAP NLF FSC®P PDVG INST25 BOT,BOTICARIO,01,FLEXOGRAFICA,1,12:33:54,12:47:54
SACL FOLHA 4 - ZB,,4287802,2026-04-08,165104,3340,1178408/0043,13021463-0001,90821 SACL PAP NLF FSC®P PDVG INST25 BOT,BOTICARIO,01,FLEXOGRAFICA,1,12:50:54,14:00:00
SACL FOLHA 7 - ZB,,4287804,2026-04-08,165107,4248,1178408/0041,13021463-0001,90821 SACL PAP NLF FSC®P PDVG INST25 BOT,BOTICARIO,01,FLEXOGRAFICA,1,12:56:54,14:00:00
C/V HEIDELBERG PROMATRIX 1 ,,4287813,2026-04-08,155010,1893,1182455/0070,2100081625,SACL PAP MAN FSC®M MET MAES26 SCHUTZ,SCHUTZ,02,OFFSET,1,13:20:11,14:00:00
GOFRADEIRA OFFSET,,4287814,2026-04-08,172001,4890,1182238/0020,2100081641,SACL PAP MAN FSC®P MAES26 NATURA,,02,OFFSET,1,13:21:18,14:00:00
MK HEIDELBERG PROMATRIX 2,,4287819,2026-04-08,155012,3984,1182098/0040,11045614-0001,LAMINA OLF FSC® PDV GR INST22 BOT,BOTICARIO,02,OFFSET,1,13:24:44,14:00:00
SACL FOLHA 1 - ZB,,4287826,2026-04-08,165101,7348,1182647/0031,13021731-0001,96584 SACL PAP NLF FSC®M PDVG NAM26 BOT,BOTICARIO,01,FLEXOGRAFICA,1,13:36:54,14:00:00
SACL FOLHA 5 - ZB,,4287828,2026-04-08,165105,18267,1173816/0050,13021473-0001,SACL PAP AUT NLF FSC®M INST25 CASA GRA,CASA GRANADO,01,FLEXOGRAFICA,1,13:38:54,14:00:00
SACL FOLHA 6 - ZB,,4287831,2026-04-08,165106,23034,1182344/0042,13021463-0001,90821 SACL PAP NLF FSC®P PDVG INST25 BOT,BOTICARIO,01,FLEXOGRAFICA,1,13:50:54,14:00:00
GOFRADEIRA OFFSET 2,,4287840,2026-04-08,172002,3566,1180994/0025,2100080940,931166295 SACL PAP MAN FSC®P PRIME REN,RENNER,02,OFFSET,1,13:52:43,14:00:00
CORTE E SOLDA 3,,4287852,2026-04-08,167103,21964,1178660/0010,11052654-0001,KIT SACO PLT G AMARRADINHO VD INST25 BOT,BOTICARIO,01,FLEXOGRAFICA,1,14:00:00,18:08:56
SACL FOLHA 7 - ZB,,4287855,2026-04-08,165107,29499,1178408/0041,13021463-0001,90821 SACL PAP NLF FSC®P PDVG INST25 BOT,BOTICARIO,01,FLEXOGRAFICA,1,14:00:00,22:00:00
SACL FOLHA 8 - ZB,,4287856,2026-04-08,165108,33431,1182344/0044,13021463-0001,90821 SACL PAP NLF FSC®P PDVG INST25 BOT,BOTICARIO,01,FLEXOGRAFICA,1,14:00:00,14:55:55
CORTE E SOLDA 2,,4287859,2026-04-08,167102,6588,1178389/0030,11052338-0001,SACO PLT P AMARRADINHO INST25 BOT,BOTICARIO,01,FLEXOGRAFICA,1,14:00:00,21:57:57
SACL FOLHA 1 - ZB,,4287860,2026-04-08,165101,205,1182647/0031,13021731-0001,96584 SACL PAP NLF FSC®M PDVG NAM26 BOT,BOTICARIO,01,FLEXOGRAFICA,1,14:00:00,14:18:55
REBOBINADEIRA 6,,4287865,2026-04-08,162006,29120,1180677/0010,13020805-0001,SACL PAP AUT FSC® P INST24 AVATIM,AVATIM,01,FLEXOGRAFICA,1,14:00:00,21:14:48
FLEXO TECH,,4287867,2026-04-08,160008,21976,1179939/0010,2100073692,SACL AUT FSC® MINI BAS,NATURA,01,FLEXOGRAFICA,1,14:00:00,17:24:13
HOT BOBINA 02,,4287868,2026-04-08,175002,25874,1182856/0024,13021731-0001,96584 SACL PAP NLF FSC®M PDVG NAM26 BOT,BOTICARIO,02,OFFSET,1,14:00:00,22:00:00
HOT BOBINA 03,,4287869,2026-04-08,175003,38639,1182856/0025,13021731-0001,96584 SACL PAP NLF FSC®M PDVG NAM26 BOT,BOTICARIO,02,OFFSET,1,14:00:00,22:00:00
NEW LONG 13 M - WEBER,,4287871,2026-04-08,165013,38345,1181907/0020,13020905-0001,SACL PAP AUT FSC® M INST24 HAVAIANAS,HAVAIANAS,01,FLEXOGRAFICA,1,14:00:00,22:00:00
COLADEIRA SACOLA PREMIUM,,4287873,2026-04-08,156101,8375,1181575/0060,11054561-0001,SACL PAP AUT FSC®M INST26 BROOKSFIELD,BROOKSFIELD,02,OFFSET,1,14:00:00,22:00:00
NEW LONG 5,,4287876,2026-04-08,165005,19602,1181892/0020,13019832-0001,SACL PAP AUT FSC® P SP INST22 KOP,KOPENHAGEN,01,FLEXOGRAFICA,1,14:00:00,20:22:12
NEW LONG 4,,4287877,2026-04-08,165004,34531,1182343/0040,13021348-0001,90819 SACL PAP AUT FSC®PP PDVG INST25 BO,BOTICARIO,01,FLEXOGRAFICA,1,14:00:00,22:00:00
APLICADORA DE ALÇA 2,,4287878,2026-04-08,168003,9341,1181575/0070,11054561-0001,SACL PAP AUT FSC®M INST26 BROOKSFIELD,BROOKSFIELD,08,CAJAMAR,1,14:00:00,17:09:07
C/V AUTO VARIMATRIX 3,,4287886,2026-04-08,155007,2128,1182479/0010,2100078466,TPA TRANSP M INST25 BOT GB,BOTICARIO,02,OFFSET,1,14:00:00,16:48:58
COLADEIRA DGM,,4287893,2026-04-08,156015,40304,1181001/0050,11044480-0001,CTCHO FSC® P INST22 T&F,TRACK & FIELD,02,OFFSET,1,14:00:00,21:59:14
REINAFLEX,,4287896,2026-04-08,160011,8173,1180678/0010,13020812-0001,SACL PAP AUT FSC® P INST24 DECATHLON,DECATHLON,01,FLEXOGRAFICA,1,14:00:00,22:00:00
REBOBINADEIRA 1,,4287897,2026-04-08,162001,9244,1183076/0010,2400004398,ALCA CHATA FSCM - C08 - AMARELO - 0000, ,01,FLEXOGRAFICA,1,14:00:00,18:35:32
NEW LONG 11 - P,,4287906,2026-04-08,165011,18200,1181869/0030,13012300-0001,SACL PAP AUT FSC® P INST LINDT,,01,FLEXOGRAFICA,1,14:00:00,22:00:00
NEW LONG 20,,4287911,2026-04-08,165020,17951,1180708/0050,13019948-0004,SACL PAP AUT NLF FSC®P INST26 CASA GRA,CASA GRANADO,01,FLEXOGRAFICA,1,14:00:00,22:00:00
NEW LONG 23,,4287913,2026-04-08,165023,26897,1180679/0020,13020898-0001,SACL PAP AUT FSC® P INST24 AU BR LOCCI,LOCCITANE,01,FLEXOGRAFICA,1,14:00:00,22:00:00
SACOS FUNDO MATADOR 1 - HOLWEG,,4287915,2026-04-08,166006,20219,1180136/0040,13019833-0001,SACL PAP AUT PP ALCA VAZ INST22 KOP,KOPENHAGEN,01,FLEXOGRAFICA,1,14:00:00,17:40:09
WEBER 01,,4287924,2026-04-08,174001,7325,1182076/0010,13021621-0001,SACL PAP FF FSC®M BUONA MASSA V CAMARAO,VIVENDA DO CAMARAO,08,CAJAMAR,1,14:00:00,22:00:00
GUILHOTINA 2,,4287941,2026-04-08,151002,7999,1180135/0030,13019721-0001,SACL PAP AUT NLN FSC® M INST22 T&F,TRACK & FIELD,02,OFFSET,1,14:00:00,22:00:00
GUILHOTINA POLAR,,4287942,2026-04-08,151003,89600,1182098/0050,11045614-0001,LAMINA OLF FSC® PDV GR INST22 BOT,BOTICARIO,02,OFFSET,1,14:00:00,22:00:00
GUILHOTINA HERCULES,,4287943,2026-04-08,151004,5929,1182100/0010,2100059311,LAMINA OLFATIVA NATURA,NATURA VAREJO,02,OFFSET,1,14:00:00,14:55:57
GUILHOTINA POLAR 150,,4287952,2026-04-08,151006,246000,1182604/0020,2100082044,REF FD SACL PAP NLF FSC®M PDVG NAM26 BOT,BOTICARIO,02,OFFSET,1,14:00:00,22:00:00
NEW LONG 24,,4287958,2026-04-08,165024,24100,1181685/0020,13020815-0001,SACL PAP AUT FSC® M INST24 DECATHLON,DECATHLON,01,FLEXOGRAFICA,1,14:00:00,18:51:20
NEW LONG FOLHA,,4287960,2026-04-08,165019,20503,1182354/0040,13021581-0001,SACL PAP AUT NLF FSC®M INST24 V2 MORANA,MORANA,01,FLEXOGRAFICA,1,14:00:00,22:00:00
NEW LONG 21,,4287963,2026-04-08,165021,4800,1180135/0040,13019721-0001,SACL PAP AUT NLN FSC® M INST22 T&F,TRACK & FIELD,01,FLEXOGRAFICA,1,14:00:00,22:00:00
MÁQUINA ALÇA FLET 1,,4287965,2026-04-08,163001,131788,1182472/0032,2400009285,FIO CHATA FSCM VD P556C BOT INST25, ,01,FLEXOGRAFICA,1,14:00:00,22:00:00
LAMINADORA ZFM1080S,,4287970,2026-04-08,161007,4486,1178867/0040,2100067405,FDO CX RIG HIB M INST23 AU BRE LOCCI,LOCCITANE,01,FLEXOGRAFICA,1,14:00:00,22:00:00
MÁQUINA ALÇA FLET 2,,4287973,2026-04-08,163002,127725,1180881/0030,2400004111,ALCA CHATA FSCM - C04 - VERDE - P343C, ,01,FLEXOGRAFICA,1,14:00:00,22:00:00
HOT BOBINA 01 ,,4287975,2026-04-08,175001,14916,1182856/0020,13021731-0001,96584 SACL PAP NLF FSC®M PDVG NAM26 BOT,BOTICARIO,02,OFFSET,1,14:00:00,18:08:41
MK HEIDELBERG PROMATRIX 2,,4287987,2026-04-08,155012,9699,1182098/0040,11045614-0001,LAMINA OLF FSC® PDV GR INST22 BOT,BOTICARIO,02,OFFSET,1,14:00:00,15:18:00
C/V HEIDELBERG PROMATRIX 1 ,,4287991,2026-04-08,155010,1939,1182455/0070,2100081625,SACL PAP MAN FSC®M MET MAES26 SCHUTZ,SCHUTZ,02,OFFSET,1,14:00:00,14:27:57
HOT-STAMPING 6,,4287999,2026-04-08,154005,9682,1182238/0030,2100081641,SACL PAP MAN FSC®P MAES26 NATURA,NATURA VAREJO,02,OFFSET,1,14:00:00,16:18:57
SACL FOLHA 9 - ZB,,4288013,2026-04-08,165109,16457,1181771/0040,13021350-0001,90822 SACL PAP NLF FSC®M PDVG INST25 BOT,BOTICARIO,01,FLEXOGRAFICA,1,14:27:54,22:00:00
GOFRADEIRA OFFSET,,4288015,2026-04-08,172001,2755,1182238/0020,2100081641,SACL PAP MAN FSC®P MAES26 NATURA,NATURA VAREJO,02,OFFSET,1,14:26:56,14:56:40
C/V HEIDELBERG PROMATRIX 1 ,,4288017,2026-04-08,155010,3223,1182455/0070,2100081625,SACL PAP MAN FSC®M MET MAES26 SCHUTZ,SCHUTZ,02,OFFSET,1,14:27:57,15:14:15
TORCEDEIRA 4,,4288030,2026-04-08,163023,110118,1182472/0031,2400009285,FIO CHATA FSCM VD P556C BOT INST25, ,01,FLEXOGRAFICA,1,14:33:38,22:00:00
MÁQUINA ALÇA FLET 3,,4288031,2026-04-08,163003,128516,1182472/0030,2400009285,FIO CHATA FSCM VD P556C BOT INST25, ,01,FLEXOGRAFICA,1,14:33:50,22:00:00
HEIDELBERG XL 106,,4288037,2026-04-08,152007,5397,1181760/0010,2100079856,930615301 SACL PAP MAN FSC®M AURA REN,RENNER,02,OFFSET,1,14:44:56,17:46:32
ROLAND 702,,4288055,2026-04-08,152005,6624,1182100/0020,2100059311,LAMINA OLFATIVA NATURA,NATURA VAREJO,02,OFFSET,1,15:01:58,18:52:23
SILK SCREEN,,4288062,2026-04-08,153001,573,1182406/0020,2400007983,CAPA INT SILK CX TIPO E ECOM P T&F,TRACK & FIELD,02,OFFSET,1,15:16:26,22:00:00
GOFRADEIRA OFFSET 2,,4288063,2026-04-08,172002,4678,1180994/0025,2100080940,931166295 SACL PAP MAN FSC®P PRIME REN,RENNER,02,OFFSET,1,15:17:43,17:36:13
GOFRADEIRA OFFSET,,4288066,2026-04-08,172001,3959,1182378/0040,2100082108,CTCHO AUT C/ VISOR FSC®M MAES26 NATURA,NATURA VAREJO,02,OFFSET,1,15:26:32,22:00:00
NEW LONG 14 - P,,4288070,2026-04-08,165014,38469,1179937/0020,2100073692,SACL AUT FSC® MINI BAS,NATURA,01,FLEXOGRAFICA,1,15:31:57,22:00:00
SACL FOLHA 6 - ZB,,4288087,2026-04-08,165106,4032,1182344/0042,13021463-0001,90821 SACL PAP NLF FSC®P PDVG INST25 BOT,BOTICARIO,01,FLEXOGRAFICA,1,15:52:55,17:12:55
SACL FOLHA 5 - ZB,,4288088,2026-04-08,165105,13700,1173816/0050,13021473-0001,SACL PAP AUT NLF FSC®M INST25 CASA GRA,,01,FLEXOGRAFICA,1,16:02:55,22:00:00
ROLAND 704,,4288092,2026-04-08,152006,1867,1178058/0030,2100067405,FDO CX RIG HIB M INST23 AU BRE LOCCI,LOCCITANE,02,OFFSET,1,16:07:12,20:52:20
CORTADEIRA SEMIGO,,4288096,2026-04-08,150003,1550,1180905/0010,2100055942,MANUAL KIT CX TPA FDO FSC® M OUI,BOTICARIO,02,OFFSET,1,16:17:49,16:41:30
HOT-STAMPING 6,,4288098,2026-04-08,154005,26,1182238/0030,2100081641,SACL PAP MAN FSC®P MAES26 NATURA,NATURA VAREJO,02,OFFSET,1,16:18:57,16:19:57
C/V HEIDELBERG PROMATRIX 1 ,,4288106,2026-04-08,155010,7613,1182210/0060,2100081653,SACL PAP MAN FSC®M MAES26 NATURA,NATURA VAREJO,02,OFFSET,1,16:30:55,22:00:00
MK HEIDELBERG PROMATRIX 2,,4288108,2026-04-08,155012,2239,1182579/0050,2100055776,SACL PAP MAN PP 21 CAU CHOC,CAU CHOCOL,02,OFFSET,1,16:39:01,18:36:07
SACL FOLHA 3 - ZB,,4288118,2026-04-08,165103,22763,1182344/0040,13021463-0001,90821 SACL PAP NLF FSC®P PDVG INST25 BOT,BOTICARIO,01,FLEXOGRAFICA,1,17:05:56,21:57:59
SACL FOLHA 6 - ZB,,4288122,2026-04-08,165106,8860,1178408/0040,13021463-0001,90821 SACL PAP NLF FSC®P PDVG INST25 BOT,BOTICARIO,01,FLEXOGRAFICA,1,17:13:55,22:00:00
APLICADORA DE ALÇA 2,,4288124,2026-04-08,168003,4276,1181603/0060,11054560-0001,SACL PAP AUT FSC®P INST26 BROOKSFIELD,BROOKSFIELD,08,CAJAMAR,1,17:25:28,22:00:00
GOFRADEIRA OFFSET 2,,4288130,2026-04-08,172002,3649,1180910/0020,2100080938,931159052 SACL PAP MAN FSC®P NUDE REN,RENNER,02,OFFSET,1,17:40:09,22:00:00
SACL FOLHA 2 - ZB,,4288132,2026-04-08,165102,23406,1180973/0042,13021350-0001,90822 SACL PAP NLF FSC®M PDVG INST25 BOT,BOTICARIO,01,FLEXOGRAFICA,1,17:43:56,20:59:58
GUILHOTINA HERCULES,,4288138,2026-04-08,151004,14000,1182398/0010,11054723-0001,438917.00 CX FDO FSC®MALBEC NAT26 BOT,BOTICARIO INDUSTRIA,02,OFFSET,1,17:50:00,22:00:00
CORTE E SOLDA 3,,4288142,2026-04-08,167103,19600,1178660/0010,11052654-0001,KIT SACO PLT G AMARRADINHO VD INST25 BOT,BOTICARIO,01,FLEXOGRAFICA,1,18:08:56,20:37:57
SACL FOLHA 4 - ZB,,4288144,2026-04-08,165104,27012,1178408/0043,13021463-0001,90821 SACL PAP NLF FSC®P PDVG INST25 BOT,BOTICARIO,01,FLEXOGRAFICA,1,18:08:57,22:00:00
HOT BOBINA 01 ,,4288145,2026-04-08,175001,15662,1182856/0020,13021731-0001,96584 SACL PAP NLF FSC®M PDVG NAM26 BOT,BOTICARIO,02,OFFSET,1,18:08:41,22:00:00
SACL FOLHA 1 - ZB,,4288153,2026-04-08,165101,22116,1182647/0031,13021731-0001,96584 SACL PAP NLF FSC®M PDVG NAM26 BOT,BOTICARIO,01,FLEXOGRAFICA,1,18:37:57,22:00:00
SACL FOLHA 8 - ZB,,4288154,2026-04-08,165108,27600,1178408/0042,13021463-0001,90821 SACL PAP NLF FSC®P PDVG INST25 BOT,,01,FLEXOGRAFICA,1,18:41:56,22:00:00
MK HEIDELBERG PROMATRIX 2,,4288157,2026-04-08,155012,9857,1181555/0035,2100080950,931166922 SACL PAP MAN FSC®M LIRIO REN,RENNER,02,OFFSET,1,18:46:32,22:00:00
GUILHOTINA - ACAB NL 03,,4288165,2026-04-08,151007,240000,1182476/0020,2100077669,90821 REF FDO FSC®P PDVG INST25 BOT,BOTICARIO,02,OFFSET,1,19:18:10,22:00:00
NEW LONG 22,,4288169,2026-04-08,165022,4216,1181881/0020,13019478-0002,SACL PAP AUT FSC® P V2 INST22 RENNER,RENNER,01,FLEXOGRAFICA,1,19:37:55,22:00:00
CORTADEIRA FURNAX,,4288176,2026-04-08,150001,21113,1180871/0010,2100077664,SACL PAP MAN FSC®M INST25 ANACAPRI,ANACAPRI,02,OFFSET,1,20:28:35,22:00:00
REBOBINADEIRA 1,,4288178,2026-04-08,162001,4392,1182132/0020,2400003955,ALCA CHATA FSCM - C31 - MARROM - P4625C, ,01,FLEXOGRAFICA,1,20:36:08,22:00:00
SACL FOLHA 2 - ZB,,4288185,2026-04-08,165102,3492,1181771/0041,13021350-0001,90822 SACL PAP NLF FSC®M PDVG INST25 BOT,BOTICARIO,01,FLEXOGRAFICA,1,20:59:58,22:00:00
CORTE E SOLDA 2,,4288210,2026-04-08,167102,32580,1178389/0030,11052338-0001,SACO PLT P AMARRADINHO INST25 BOT,BOTICARIO,01,FLEXOGRAFICA,1,21:57:57,22:00:00
CORTE E SOLDA 2,,4288222,2026-04-08,167102,32709,1178389/0030,11052338-0001,SACO PLT P AMARRADINHO INST25 BOT,BOTICARIO,01,FLEXOGRAFICA,1,22:00:00,06:00:00
SACL FOLHA 1 - ZB,,4288225,2026-04-08,165101,105,1182647/0031,13021731-0001,96584 SACL PAP NLF FSC®M PDVG NAM26 BOT,BOTICARIO,01,FLEXOGRAFICA,1,22:00:00,22:01:59
SACL FOLHA 3 - ZB,,4288227,2026-04-08,165103,31148,1180971/0040,13021463-0001,90821 SACL PAP NLF FSC®P PDVG INST25 BOT,BOTICARIO,01,FLEXOGRAFICA,1,22:00:00,06:00:00
